objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Tsuro","16992","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50632318","6.53455","6.66755","1.2195","1216","45858","thing","Tsuro","2","8","20","20","15","2012","2,3,4,5,6,7,8","4,6","6+","No necessary in-game text","","","","","","standalone","","Calliope Games","Dutch; English; French; German; Italian; Portuguese; Spanish","2012","Calliope multilingual edition 2012"
"Turi-Tour","65599","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50636368","0","6.21739","1.3333","0","67","thing","Turi-Tour","2","4","20","20","20","2010","2,3,4","4","4–12","","","","","","","standalone","","Selecta Spielzeug","Dutch; English; French; German; Italian; Spanish","2010","Multilingual edition"
"Tutankhamen","300","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51479389","5.72406","6.11307","1.5926","5715","1893","thing","Tutankhamen","2","6","30","30","30","1993","2,3,4,5","3,4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Twilight Imperium: Fourth Edition","233078","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","58651951","8.22209","8.56781","4.345","6","32576","thing","Twilight Imperium: Fourth Edition","3","6","480","480","240","2017","3,4,5,6","6","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Twilight Struggle","12333","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480498","8.04622","8.23213","3.6133","14","72431","thing","Twilight Struggle","2","2","180","180","120","2005","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Ubongo","16986","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480701","6.42118","6.67339","1.4972","1489","14893","thing","Ubongo","1","4","25","25","25","2003","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Uchronia","128063","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51479488","5.85797","6.49795","2.7816","4128","1997","thing","Uchronia","2","5","60","60","45","2012","2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Unlock!: Escape Adventures","213460","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50636714","6.85101","7.33106","2.0971","682","11519","thing","Unlock!: Escape Adventures","2","6","75","75","45","2017","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Morapiaf","Portuguese","2017","Portuguese edition"
"Der Untergang von Pompeji","13004","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50635218","6.79362","7.16264","1.8459","749","9894","thing","The Downfall of Pompeii","2","4","45","45","45","2004","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","AMIGO","German","2004","German edition"
"Unusual Suspects","178570","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51478468","5.99596","6.39657","1.0897","3139","4426","thing","Unusual Suspects","3","16","20","20","20","2015","2,3,4,5,6,7,8","4,5,6","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Uruk: Wiege der Zivilisation","38797","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480651","5.75974","6.67106","2.507","5199","737","thing","Uruk: Wiege der Zivilisation","2","4","60","60","60","2008","2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Utopia","31745","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50635522","5.73813","6.32867","2.6635","5507","1681","thing","Utopia","2","5","60","60","60","2006","2,3,4,5","3","10+","No necessary in-game text","","","","","","standalone","","Matagot","French","2006","French edition"
"Valdora","40769","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50632818","6.07575","6.79569","2.2759","2719","2568","thing","Valdora","3","5","60","60","60","2009","3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","ABACUSSPIELE","English; French; German; Italian","2009","English/French/German/Italian edition"
"Vasco da Gama","41002","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50635018","6.63349","7.21311","3.2332","1020","5237","thing","Vasco da Gama","2","4","120","120","60","2009","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","What's Your Game?","English; Italian","2009","Essen What's Your Game? Edition"
"Il Vecchio","119391","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51479090","6.10221","6.90127","2.6121","2603","2573","thing","Il Vecchio","2","4","60","60","60","2012","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Vegas Showdown","15364","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50634876","6.70248","7.14305","2.3603","896","7906","thing","Vegas Showdown","3","5","75","75","75","2005","3,4,5","5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Avalon Hill","English","2005","English first edition"
"Vem aí a Troika","133713","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480677","5.52272","5.96561","1.9286","18130","353","thing","Vem aí a Troika","2","4","45","45","45","2012","2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Via Nebula","191231","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50635881","6.51535","7.01141","2.2536","1258","6707","thing","Via Nebula","2","4","60","60","45","2016","2,3,4","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Space Cowboys","English","2016","English edition"
"Vikings","27173","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51479246","6.8577","7.24155","2.5407","665","8480","thing","Vikings","2","4","60","60","60","2007","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Villa Paletti","2596","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50636213","6.09367","6.41528","1.1599","2637","6171","thing","Villa Paletti","2","4","30","30","30","2001","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","Zoch Verlag","German","2001","German edition"
"Vinhos","42052","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51478961","6.83135","7.4622","4.1996","703","5007","thing","Vinhos","2","4","135","135","60","2010","2,3,4","4","14+","No necessary in-game text","","","","","","standalone","","","","",""
"Virus!","180020","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","51735830","6.29306","6.71433","1.0571","1850","17290","thing","Virus!","2","6","20","20","20","2015","3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Viticulture","128621","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480435","7.18367","7.47424","2.9496","311","12808","thing","Viticulture","2","6","90","90","90","2013","2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Viticulture Essential Edition","183394","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","55206541","7.8129","7.96404","2.8957","43","75640","thing","Viticulture Essential Edition","1","6","90","90","45","2015","1,2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Viticulture: Tuscany","147101","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","55206542","7.07058","8.37982","3.3833","0","6879","thing","Viticulture: Tuscany","1","6","120","120","60","2014","1,2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Viticulture: Tuscany Essential Edition","202174","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","58678002","8.00289","8.53817","3.2567","0","32024","thing","Viticulture: Tuscany Essential Edition","1","6","150","150","60","2016","1,2,3,4,5,6","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","",""
"Viva Topo!","8195","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50637376","6.00763","6.8246","1.0847","3062","2539","thing","Viva Mouse!","2","4","30","30","20","2004","2,3,4","3,4","4+","No necessary in-game text","","","","","","standalone","","Selecta Spielzeug","Dutch; English; French; German; Italian; Japanese; Portuguese; Spanish","2004","German KSdJ 2003 edition"
"Vive le Roi!","7806","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51481533","5.95241","6.42771","1.2105","3412","2627","thing","Vive le Roi!","2","8","30","30","30","2003","3,4,5,6","5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Vom Kap bis Kairo","2555","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51481103","5.71172","6.27266","1.8","5942","1577","thing","Vom Kap bis Kairo","2","4","30","30","30","2001","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"The Voyages of Marco Polo","171623","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480285","7.54882","7.76749","3.1784","113","27700","thing","The Voyages of Marco Polo","2","4","100","100","40","2015","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Walk the Plank!","35505","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50634595","5.93125","6.51865","1.253","3558","3092","thing","Walk the Plank!","3","5","20","20","20","2013","3,4,5","4,5","6+","No necessary in-game text","","","","","","standalone","","Mayday Games","English","2013","English edition"
"War of the Ring: Second Edition","115746","0","0","0","0","0","0","0","0","0","0","0","3","","","","","","51478944","8.19443","8.54938","4.2238","7","40086","thing","War of the Ring: Second Edition","2","4","240","240","150","2011","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Warhammer Quest: The Adventure Card Game","181521","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","52335810","6.7057","7.30914","2.7273","888","10773","thing","Warhammer Quest: The Adventure Card Game","1","4","60","60","30","2015","1,2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"We Didn't Playtest This at All with Chaos Pack Expansion","157723","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50638249","5.49986","5.6323","1.0625","0","2286","thing","We Didn't Playtest This at All with Chaos Pack Expansion","2","10","10","10","10","2012","3,4,5,6,7,8,9","5,6","12+","Unplayable in another language","","","","","","standalone","","Asmadi Games","English","2012","English edition 2012"
"We Will Wok You","121993","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50637011","5.61436","6.26842","1.56","8517","734","thing","We Will Wok You","2","4","40","40","30","2012","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","Pegasus Spiele","English; German","2012","English/German first edition"
"Welcome To...","233867","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","58602761","7.35501","7.51197","1.8416","205","53392","thing","Welcome To...","1","100","25","25","25","2018","1,2,3,4,5,6,7,8,9,10,11","3,4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Werewords","219215","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","55739665","6.64973","7.10711","1.1556","989","10574","thing","Werewords","4","10","10","10","10","2017","4,5,6,7,8,9,10","6,7","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Wheedle","5393","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51479859","5.65432","6.21919","1.1923","7202","1200","thing","Wheedle","4","6","30","30","30","2002","4,5,6","6","","No necessary in-game text","","","","","","standalone","","","","",""
"When I Dream","198454","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","51712118","6.50411","6.92973","1.1889","1285","11061","thing","When I Dream","4","10","40","40","20","2016","4,5,6,7,8,9,10","6","8+","Unplayable in another language","","","","","","standalone","","","","",""
"Who Would Win","44614","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50634588","5.56613","6.11503","1.2174","11373","569","thing","Who Would Win","3","99","15","15","15","2009","3,5,6,7,8,9,10,11","5,6","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gorilla Games","English","2009","English first edition"
"Wings of War: Famous Aces","9203","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51482176","6.37448","6.86008","1.7342","1618","5903","thing","Wings of War: Famous Aces","2","4","20","20","20","2004","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Wings of War: Watch Your Back!","9910","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51482185","6.13041","6.98961","1.7077","2473","3297","thing","Wings of War: Watch Your Back!","2","4","20","20","20","2005","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
